UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Rio Grande do Sul;RS;2011;10.963.317;5.340.181;5.623.136;139.396;73.195;-15.319;0;-15.319;76,32;72,78;79,78;11,07;11,86;10,23
Rio Grande do Sul;RS;2012;11.014.448;5.364.226;5.650.222;140.619;74.154;-15.085;0;-15.085;76,63;73,11;80,06;10,75;11,52;9,95
Rio Grande do Sul;RS;2013;11.066.527;5.388.825;5.677.702;142.795;75.163;-14.852;0;-14.852;76,92;73,43;80,33;10,45;11,19;9,68
Rio Grande do Sul;RS;2014;11.119.817;5.414.110;5.705.707;144.622;76.202;-14.620;0;-14.620;77,21;73,74;80,60;10,16;10,87;9,42
Rio Grande do Sul;RS;2015;11.175.777;5.440.822;5.734.955;149.765;77.259;-14.386;0;-14.386;77,50;74,05;80,85;9,88;10,56;9,16
Rio Grande do Sul;RS;2016;11.229.947;5.466.673;5.763.274;142.699;78.326;-14.153;0;-14.153;77,77;74,34;81,10;9,61;10,26;8,92
Rio Grande do Sul;RS;2017;11.280.193;5.490.567;5.789.626;143.607;79.417;-13.920;0;-13.920;78,04;74,63;81,35;9,34;9,98;8,68
Rio Grande do Sul;RS;2018;11.329.605;5.514.083;5.815.522;142.839;80.599;-13.686;0;-13.686;78,29;74,91;81,58;9,09;9,70;8,45
Rio Grande do Sul;RS;2019;11.377.239;5.536.738;5.840.501;141.971;81.803;-13.453;0;-13.453;78,55;75,18;81,81;8,85;9,44;8,23
Rio Grande do Sul;RS;2020;11.422.973;5.558.470;5.864.503;141.012;83.039;-13.220;0;-13.220;78,79;75,44;82,04;8,62;9,18;8,02
Rio Grande do Sul;RS;2021;11.466.630;5.579.188;5.887.442;139.890;84.342;-12.987;0;-12.987;79,03;75,70;82,25;8,39;8,94;7,81
Rio Grande do Sul;RS;2022;11.507.906;5.598.737;5.909.169;138.434;85.688;-12.754;0;-12.754;79,26;75,94;82,46;8,17;8,70;7,61
Rio Grande do Sul;RS;2023;11.546.505;5.616.964;5.929.541;136.825;87.097;-12.520;0;-12.520;79,48;76,18;82,67;7,96;8,47;7,42
Rio Grande do Sul;RS;2024;11.582.285;5.633.801;5.948.484;135.215;88.576;-12.287;0;-12.287;79,69;76,42;82,86;7,76;8,25;7,23
Rio Grande do Sul;RS;2025;11.615.181;5.649.221;5.965.960;133.594;90.100;-12.054;0;-12.054;79,90;76,64;83,05;7,56;8,04;7,05
Rio Grande do Sul;RS;2026;11.645.142;5.663.195;5.981.947;131.976;91.673;-11.820;0;-11.820;80,10;76,86;83,24;7,38;7,84;6,88
Rio Grande do Sul;RS;2027;11.672.095;5.675.682;5.996.413;130.318;93.306;-11.588;0;-11.588;80,30;77,07;83,42;7,19;7,64;6,71
Rio Grande do Sul;RS;2028;11.695.959;5.686.648;6.009.311;128.659;94.999;-11.355;0;-11.355;80,48;77,27;83,59;7,02;7,46;6,55
Rio Grande do Sul;RS;2029;11.716.702;5.696.085;6.020.617;127.059;96.756;-11.121;0;-11.121;80,66;77,46;83,76;6,85;7,27;6,40
Rio Grande do Sul;RS;2030;11.734.344;5.704.008;6.030.336;125.525;98.534;-10.888;0;-10.888;80,84;77,65;83,92;6,69;7,10;6,25
Rio Grande do Sul;RS;2031;11.748.756;5.710.353;6.038.403;123.992;100.382;-10.888;0;-10.888;81,00;77,83;84,08;6,53;6,93;6,10
Rio Grande do Sul;RS;2032;11.759.766;5.715.041;6.044.725;122.431;102.245;-10.888;0;-10.888;81,17;78,01;84,23;6,38;6,77;5,97
Rio Grande do Sul;RS;2033;11.767.342;5.718.060;6.049.282;120.911;104.168;-10.888;0;-10.888;81,33;78,18;84,38;6,23;6,62;5,83
Rio Grande do Sul;RS;2034;11.771.486;5.719.419;6.052.067;119.452;106.130;-10.888;0;-10.888;81,48;78,34;84,52;6,09;6,47;5,70
Rio Grande do Sul;RS;2035;11.772.246;5.719.149;6.053.097;118.081;108.108;-10.888;0;-10.888;81,62;78,50;84,66;5,96;6,32;5,58
Rio Grande do Sul;RS;2036;11.769.644;5.717.268;6.052.376;116.708;110.108;-10.888;0;-10.888;81,76;78,65;84,79;5,83;6,19;5,46
Rio Grande do Sul;RS;2037;11.763.729;5.713.813;6.049.916;115.459;112.112;-10.888;0;-10.888;81,90;78,79;84,92;5,71;6,05;5,34
Rio Grande do Sul;RS;2038;11.754.603;5.708.837;6.045.766;114.317;114.138;-10.888;0;-10.888;82,03;78,93;85,04;5,59;5,93;5,23
Rio Grande do Sul;RS;2039;11.742.344;5.702.387;6.039.957;113.219;116.139;-10.888;0;-10.888;82,15;79,07;85,16;5,48;5,80;5,13
Rio Grande do Sul;RS;2040;11.727.042;5.694.515;6.032.527;112.191;118.098;-10.888;0;-10.888;82,27;79,20;85,28;5,37;5,69;5,02
Rio Grande do Sul;RS;2041;11.708.791;5.685.272;6.023.519;111.223;120.043;-10.888;0;-10.888;82,39;79,32;85,39;5,26;5,57;4,93
Rio Grande do Sul;RS;2042;11.687.777;5.674.756;6.013.021;110.501;121.934;-10.888;0;-10.888;82,50;79,44;85,50;5,15;5,46;4,83
Rio Grande do Sul;RS;2043;11.664.233;5.663.086;6.001.147;109.903;123.784;-10.888;0;-10.888;82,61;79,56;85,60;5,06;5,36;4,74
Rio Grande do Sul;RS;2044;11.638.264;5.650.320;5.987.944;109.292;125.573;-10.888;0;-10.888;82,71;79,67;85,70;4,96;5,26;4,65
Rio Grande do Sul;RS;2045;11.609.937;5.636.492;5.973.445;108.690;127.287;-10.888;0;-10.888;82,82;79,78;85,80;4,87;5,16;4,57
Rio Grande do Sul;RS;2046;11.579.320;5.621.637;5.957.683;108.111;128.974;-10.888;0;-10.888;82,91;79,88;85,89;4,79;5,07;4,48
Rio Grande do Sul;RS;2047;11.546.529;5.605.809;5.940.720;107.627;130.570;-10.888;0;-10.888;83,00;79,98;85,98;4,70;4,98;4,41
Rio Grande do Sul;RS;2048;11.511.708;5.589.080;5.922.628;107.156;132.078;-10.888;0;-10.888;83,09;80,07;86,07;4,62;4,90;4,33
Rio Grande do Sul;RS;2049;11.474.898;5.571.470;5.903.428;106.602;133.524;-10.888;0;-10.888;83,17;80,16;86,15;4,55;4,82;4,26
Rio Grande do Sul;RS;2050;11.436.086;5.552.961;5.883.125;105.966;134.892;-10.888;0;-10.888;83,25;80,25;86,23;4,47;4,74;4,19
Rio Grande do Sul;RS;2051;11.395.284;5.533.550;5.861.734;105.286;136.187;-10.888;0;-10.888;83,33;80,33;86,31;4,40;4,66;4,12
Rio Grande do Sul;RS;2052;11.352.547;5.513.259;5.839.288;104.598;137.396;-10.888;0;-10.888;83,41;80,41;86,39;4,33;4,59;4,06
Rio Grande do Sul;RS;2053;11.307.925;5.492.105;5.815.820;103.847;138.517;-10.888;0;-10.888;83,48;80,49;86,46;4,26;4,52;3,99
Rio Grande do Sul;RS;2054;11.261.436;5.470.084;5.791.352;103.016;139.548;-10.888;0;-10.888;83,55;80,56;86,53;4,20;4,45;3,93
Rio Grande do Sul;RS;2055;11.213.094;5.447.187;5.765.907;102.091;140.468;-10.888;0;-10.888;83,62;80,63;86,60;4,14;4,39;3,88
Rio Grande do Sul;RS;2056;11.162.931;5.423.413;5.739.518;101.133;141.306;-10.888;0;-10.888;83,68;80,70;86,66;4,08;4,33;3,82
Rio Grande do Sul;RS;2057;11.111.019;5.398.785;5.712.234;100.180;142.055;-10.888;0;-10.888;83,74;80,77;86,72;4,02;4,27;3,77
Rio Grande do Sul;RS;2058;11.057.418;5.373.322;5.684.096;99.191;142.741;-10.888;0;-10.888;83,80;80,83;86,78;3,97;4,21;3,72
Rio Grande do Sul;RS;2059;11.002.151;5.347.021;5.655.130;98.180;143.388;-10.888;0;-10.888;83,86;80,89;86,84;3,92;4,15;3,67
Rio Grande do Sul;RS;2060;10.945.217;5.319.871;5.625.346;97.139;144.023;-10.888;0;-10.888;83,91;80,94;86,90;3,87;4,10;3,62
Mato Grosso do Sul;MS;2010;2.494.745;1.243.373;1.251.372;41.441;14.732;3.712;0;3.712;73,80;70,41;77,56;17,03;18,30;15,69
Mato Grosso do Sul;MS;2011;2.525.762;1.258.190;1.267.572;42.870;14.913;3.656;0;3.656;74,12;70,71;77,86;16,47;17,73;15,14
Mato Grosso do Sul;MS;2012;2.557.442;1.273.340;1.284.102;43.270;15.123;3.601;0;3.601;74,42;71,01;78,15;15,93;17,18;14,62
Mato Grosso do Sul;MS;2013;2.589.069;1.288.460;1.300.609;43.298;15.337;3.545;0;3.545;74,71;71,30;78,44;15,42;16,66;14,12
Mato Grosso do Sul;MS;2014;2.621.214;1.303.844;1.317.370;44.872;15.576;3.489;0;3.489;75,00;71,59;78,71;14,94;16,16;13,65
Mato Grosso do Sul;MS;2015;2.653.928;1.319.520;1.334.408;45.027;15.819;3.433;0;3.433;75,28;71,86;78,97;14,48;15,69;13,20
Mato Grosso do Sul;MS;2016;2.685.454;1.334.589;1.350.865;43.089;16.056;3.377;0;3.377;75,54;72,13;79,23;14,04;15,25;12,77
Mato Grosso do Sul;MS;2017;2.716.534;1.349.434;1.367.100;44.747;16.321;3.322;0;3.322;75,80;72,39;79,47;13,62;14,82;12,37
Mato Grosso do Sul;MS;2018;2.748.023;1.364.494;1.383.529;44.573;16.609;3.266;0;3.266;76,06;72,64;79,71;13,23;14,41;11,99
Mato Grosso do Sul;MS;2019;2.778.986;1.379.290;1.399.696;44.391;16.906;3.211;0;3.211;76,30;72,88;79,94;12,86;14,03;11,62
Mato Grosso do Sul;MS;2020;2.809.394;1.393.810;1.415.584;44.180;17.214;3.154;0;3.154;76,53;73,12;80,16;12,50;13,67;11,28
Mato Grosso do Sul;MS;2021;2.839.188;1.408.025;1.431.163;43.906;17.536;3.098;0;3.098;76,75;73,35;80,37;12,17;13,32;10,96
Mato Grosso do Sul;MS;2022;2.868.279;1.421.890;1.446.389;43.546;17.874;3.043;0;3.043;76,97;73,57;80,58;11,85;12,99;10,65
Mato Grosso do Sul;MS;2023;2.896.624;1.435.384;1.461.240;43.215;18.229;2.987;0;2.987;77,18;73,79;80,77;11,55;12,68;10,36
Mato Grosso do Sul;MS;2024;2.924.238;1.448.516;1.475.722;42.928;18.603;2.932;0;2.932;77,38;74,00;80,96;11,27;12,39;10,09
Mato Grosso do Sul;MS;2025;2.951.121;1.461.287;1.489.834;42.624;18.989;2.876;0;2.876;77,58;74,20;81,14;11,00;12,11;9,83
Mato Grosso do Sul;MS;2026;2.977.257;1.473.689;1.503.568;42.338;19.397;2.820;0;2.820;77,76;74,39;81,31;10,75;11,85;9,59
Mato Grosso do Sul;MS;2027;3.002.639;1.485.720;1.516.919;42.053;19.813;2.764;0;2.764;77,95;74,58;81,48;10,51;11,60;9,36
Mato Grosso do Sul;MS;2028;3.027.261;1.497.378;1.529.883;41.785;20.256;2.708;0;2.708;78,13;74,76;81,64;10,28;11,37;9,14
Mato Grosso do Sul;MS;2029;3.051.133;1.508.669;1.542.464;41.561;20.708;2.653;0;2.653;78,30;74,94;81,79;10,07;11,14;8,94
Mato Grosso do Sul;MS;2030;3.074.275;1.519.604;1.554.671;41.360;21.178;2.597;0;2.597;78,45;75,11;81,94;9,87;10,93;8,74
Mato Grosso do Sul;MS;2031;3.096.709;1.530.197;1.566.512;41.156;21.664;2.597;0;2.597;78,61;75,27;82,08;9,67;10,73;8,56
Mato Grosso do Sul;MS;2032;3.118.455;1.540.462;1.577.993;40.968;22.161;2.597;0;2.597;78,76;75,43;82,22;9,50;10,55;8,39
Mato Grosso do Sul;MS;2033;3.139.518;1.550.402;1.589.116;40.802;22.676;2.597;0;2.597;78,91;75,58;82,35;9,33;10,37;8,23
Mato Grosso do Sul;MS;2034;3.159.898;1.560.017;1.599.881;40.650;23.209;2.597;0;2.597;79,04;75,73;82,47;9,17;10,20;8,08
Mato Grosso do Sul;MS;2035;3.179.599;1.569.311;1.610.288;40.523;23.757;2.597;0;2.597;79,17;75,87;82,59;9,02;10,04;7,94
Mato Grosso do Sul;MS;2036;3.198.627;1.578.288;1.620.339;40.413;24.316;2.597;0;2.597;79,30;76,01;82,71;8,88;9,89;7,81
Mato Grosso do Sul;MS;2037;3.216.992;1.586.954;1.630.038;40.327;24.888;2.597;0;2.597;79,42;76,14;82,81;8,74;9,75;7,68
Mato Grosso do Sul;MS;2038;3.234.690;1.595.309;1.639.381;40.235;25.471;2.597;0;2.597;79,54;76,26;82,92;8,62;9,61;7,57
Mato Grosso do Sul;MS;2039;3.251.697;1.603.342;1.648.355;40.129;26.071;2.597;0;2.597;79,65;76,38;83,02;8,50;9,49;7,46
Mato Grosso do Sul;MS;2040;3.268.004;1.611.049;1.656.955;40.035;26.672;2.597;0;2.597;79,76;76,50;83,11;8,38;9,37;7,35
Mato Grosso do Sul;MS;2041;3.283.622;1.618.437;1.665.185;39.964;27.285;2.597;0;2.597;79,86;76,61;83,21;8,27;9,25;7,26
Mato Grosso do Sul;MS;2042;3.298.572;1.625.519;1.673.053;39.928;27.902;2.597;0;2.597;79,96;76,72;83,29;8,18;9,15;7,16
Mato Grosso do Sul;MS;2043;3.312.848;1.632.292;1.680.556;39.862;28.530;2.597;0;2.597;80,05;76,82;83,38;8,09;9,05;7,08
Mato Grosso do Sul;MS;2044;3.326.410;1.638.738;1.687.672;39.757;29.159;2.597;0;2.597;80,14;76,92;83,46;7,99;8,95;7,00
Mato Grosso do Sul;MS;2045;3.339.241;1.644.846;1.694.395;39.649;29.778;2.597;0;2.597;80,23;77,02;83,53;7,91;8,86;6,92
Mato Grosso do Sul;MS;2046;3.351.345;1.650.619;1.700.726;39.543;30.401;2.597;0;2.597;80,31;77,11;83,61;7,84;8,77;6,85
Mato Grosso do Sul;MS;2047;3.362.728;1.656.061;1.706.667;39.448;31.018;2.597;0;2.597;80,39;77,20;83,68;7,76;8,69;6,78
Mato Grosso do Sul;MS;2048;3.373.384;1.661.168;1.712.216;39.322;31.632;2.597;0;2.597;80,46;77,28;83,74;7,69;8,61;6,72
Mato Grosso do Sul;MS;2049;3.383.280;1.665.923;1.717.357;39.154;32.246;2.597;0;2.597;80,53;77,36;83,81;7,62;8,54;6,66
Mato Grosso do Sul;MS;2050;3.392.392;1.670.313;1.722.079;38.973;32.851;2.597;0;2.597;80,60;77,44;83,87;7,56;8,47;6,61
Mato Grosso do Sul;MS;2051;3.400.723;1.674.339;1.726.384;38.792;33.446;2.597;0;2.597;80,67;77,51;83,92;7,50;8,41;6,56
Mato Grosso do Sul;MS;2052;3.408.275;1.678.003;1.730.272;38.601;34.036;2.597;0;2.597;80,73;77,58;83,98;7,45;8,34;6,51
Mato Grosso do Sul;MS;2053;3.415.039;1.681.298;1.733.741;38.386;34.618;2.597;0;2.597;80,79;77,65;84,03;7,40;8,28;6,46
Mato Grosso do Sul;MS;2054;3.421.004;1.684.215;1.736.789;38.148;35.180;2.597;0;2.597;80,85;77,72;84,08;7,35;8,23;6,42
Mato Grosso do Sul;MS;2055;3.426.170;1.686.754;1.739.416;37.896;35.726;2.597;0;2.597;80,91;77,78;84,13;7,30;8,18;6,38
Mato Grosso do Sul;MS;2056;3.430.552;1.688.921;1.741.631;37.657;36.258;2.597;0;2.597;80,95;77,84;84,18;7,26;8,12;6,34
Mato Grosso do Sul;MS;2057;3.434.177;1.690.727;1.743.450;37.422;36.765;2.597;0;2.597;81,00;77,90;84,22;7,22;8,08;6,31
Mato Grosso do Sul;MS;2058;3.437.056;1.692.177;1.744.879;37.174;37.267;2.597;0;2.597;81,05;77,96;84,26;7,17;8,03;6,28
Mato Grosso do Sul;MS;2059;3.439.191;1.693.270;1.745.921;36.926;37.755;2.597;0;2.597;81,10;78,01;84,30;7,14;7,99;6,24
Mato Grosso do Sul;MS;2060;3.440.594;1.694.011;1.746.583;36.678;38.237;2.597;0;2.597;81,14;78,06;84,34;7,10;7,95;6,22
Mato Grosso;MT;2010;3.106.513;1.586.508;1.520.005;52.071;16.836;5.042;0;5.042;72,64;69,54;76,33;19,52;20,98;17,98
Mato Grosso;MT;2011;3.145.830;1.605.262;1.540.568;50.466;17.076;4.967;0;4.967;72,92;69,81;76,60;19,05;20,49;17,53
Mato Grosso;MT;2012;3.185.148;1.624.000;1.561.148;52.773;17.385;4.891;0;4.891;73,19;70,08;76,86;18,59;20,01;17,08
Mato Grosso;MT;2013;3.226.030;1.643.522;1.582.508;54.405;17.734;4.816;0;4.816;73,46;70,35;77,11;18,14;19,55;16,66
Mato Grosso;MT;2014;3.269.448;1.664.325;1.605.123;58.730;18.121;4.740;0;4.740;73,72;70,61;77,36;17,71;19,11;16,24
Mato Grosso;MT;2015;3.314.540;1.685.970;1.628.570;58.678;18.506;4.665;0;4.665;73,97;70,87;77,61;17,30;18,67;15,84
Mato Grosso;MT;2016;3.356.979;1.706.243;1.650.736;54.277;18.824;4.589;0;4.589;74,22;71,12;77,84;16,89;18,26;15,45
Mato Grosso;MT;2017;3.398.791;1.726.185;1.672.606;58.267;19.199;4.514;0;4.514;74,47;71,37;78,08;16,49;17,85;15,07
Mato Grosso;MT;2018;3.441.998;1.746.832;1.695.166;58.015;19.622;4.438;0;4.438;74,71;71,61;78,30;16,12;17,46;14,71
Mato Grosso;MT;2019;3.484.466;1.767.091;1.717.375;57.774;20.032;4.363;0;4.363;74,94;71,84;78,52;15,75;17,08;14,36
Mato Grosso;MT;2020;3.526.220;1.786.977;1.739.243;57.571;20.454;4.288;0;4.288;75,17;72,07;78,74;15,40;16,71;14,02
Mato Grosso;MT;2021;3.567.234;1.806.477;1.760.757;57.308;20.897;4.212;0;4.212;75,39;72,30;78,95;15,05;16,35;13,69
Mato Grosso;MT;2022;3.607.400;1.825.538;1.781.862;56.926;21.353;4.137;0;4.137;75,61;72,51;79,15;14,73;16,01;13,37
Mato Grosso;MT;2023;3.646.630;1.844.116;1.802.514;56.524;21.834;4.061;0;4.061;75,81;72,73;79,35;14,40;15,68;13,07
Mato Grosso;MT;2024;3.684.919;1.862.207;1.822.712;56.169;22.328;3.986;0;3.986;76,02;72,94;79,54;14,09;15,35;12,77
Mato Grosso;MT;2025;3.722.274;1.879.817;1.842.457;55.817;22.847;3.910;0;3.910;76,22;73,14;79,73;13,80;15,04;12,49
Mato Grosso;MT;2026;3.758.643;1.896.922;1.861.721;55.402;23.379;3.835;0;3.835;76,42;73,34;79,91;13,51;14,75;12,21
Mato Grosso;MT;2027;3.793.963;1.913.489;1.880.474;54.957;23.934;3.759;0;3.759;76,61;73,53;80,09;13,23;14,46;11,95
Mato Grosso;MT;2028;3.828.225;1.929.513;1.898.712;54.568;24.510;3.684;0;3.684;76,79;73,72;80,26;12,96;14,18;11,70
Mato Grosso;MT;2029;3.861.489;1.945.026;1.916.463;54.292;25.114;3.608;0;3.608;76,97;73,90;80,43;12,71;13,91;11,45
Mato Grosso;MT;2030;3.893.821;1.960.062;1.933.759;54.070;25.726;3.533;0;3.533;77,15;74,08;80,59;12,46;13,65;11,22
Mato Grosso;MT;2031;3.925.227;1.974.630;1.950.597;53.766;26.363;3.533;0;3.533;77,32;74,25;80,75;12,23;13,40;10,99
Mato Grosso;MT;2032;3.955.688;1.988.728;1.966.960;53.475;27.022;3.533;0;3.533;77,48;74,42;80,90;12,00;13,16;10,77
Mato Grosso;MT;2033;3.985.234;2.002.370;1.982.864;53.274;27.701;3.533;0;3.533;77,64;74,58;81,05;11,77;12,93;10,56
Mato Grosso;MT;2034;4.013.910;2.015.580;1.998.330;53.115;28.402;3.533;0;3.533;77,80;74,74;81,19;11,56;12,70;10,36
Mato Grosso;MT;2035;4.041.732;2.028.367;2.013.365;52.983;29.117;3.533;0;3.533;77,95;74,89;81,33;11,35;12,49;10,17
Mato Grosso;MT;2036;4.068.689;2.040.729;2.027.960;52.838;29.856;3.533;0;3.533;78,10;75,04;81,47;11,16;12,28;9,98
Mato Grosso;MT;2037;4.094.768;2.052.660;2.042.108;52.721;30.609;3.533;0;3.533;78,24;75,19;81,60;10,97;12,08;9,80
Mato Grosso;MT;2038;4.119.984;2.064.168;2.055.816;52.630;31.376;3.533;0;3.533;78,38;75,33;81,73;10,79;11,88;9,63
Mato Grosso;MT;2039;4.144.322;2.075.248;2.069.074;52.515;32.157;3.533;0;3.533;78,51;75,47;81,85;10,61;11,70;9,46
Mato Grosso;MT;2040;4.167.749;2.085.887;2.081.862;52.381;32.950;3.533;0;3.533;78,64;75,60;81,97;10,44;11,52;9,31
Mato Grosso;MT;2041;4.190.263;2.096.085;2.094.178;52.277;33.746;3.533;0;3.533;78,77;75,73;82,09;10,28;11,35;9,15
Mato Grosso;MT;2042;4.211.891;2.105.857;2.106.034;52.217;34.558;3.533;0;3.533;78,89;75,85;82,20;10,12;11,18;9,01
Mato Grosso;MT;2043;4.232.637;2.115.207;2.117.430;52.141;35.374;3.533;0;3.533;79,01;75,97;82,31;9,97;11,02;8,87
Mato Grosso;MT;2044;4.252.454;2.124.115;2.128.339;52.001;36.202;3.533;0;3.533;79,12;76,09;82,41;9,83;10,87;8,73
Mato Grosso;MT;2045;4.271.287;2.132.555;2.138.732;51.825;37.024;3.533;0;3.533;79,24;76,21;82,52;9,69;10,72;8,60
Mato Grosso;MT;2046;4.289.144;2.140.532;2.148.612;51.698;37.853;3.533;0;3.533;79,34;76,32;82,62;9,56;10,58;8,48
Mato Grosso;MT;2047;4.306.064;2.148.070;2.157.994;51.601;38.672;3.533;0;3.533;79,45;76,42;82,71;9,43;10,44;8,36
Mato Grosso;MT;2048;4.322.044;2.155.169;2.166.875;51.458;39.492;3.533;0;3.533;79,55;76,53;82,80;9,30;10,31;8,25
Mato Grosso;MT;2049;4.337.023;2.161.797;2.175.226;51.237;40.311;3.533;0;3.533;79,65;76,63;82,89;9,19;10,18;8,14
Mato Grosso;MT;2050;4.350.948;2.167.929;2.183.019;50.983;41.124;3.533;0;3.533;79,74;76,72;82,98;9,07;10,06;8,03
Mato Grosso;MT;2051;4.363.850;2.173.583;2.190.267;50.800;41.922;3.533;0;3.533;79,83;76,82;83,06;8,96;9,94;7,93
Mato Grosso;MT;2052;4.375.775;2.178.784;2.196.991;50.621;42.715;3.533;0;3.533;79,92;76,91;83,14;8,86;9,83;7,84
Mato Grosso;MT;2053;4.386.699;2.183.519;2.203.180;50.370;43.495;3.533;0;3.533;80,00;77,00;83,22;8,76;9,72;7,74
Mato Grosso;MT;2054;4.396.571;2.187.763;2.208.808;50.062;44.260;3.533;0;3.533;80,09;77,08;83,30;8,66;9,62;7,66
Mato Grosso;MT;2055;4.405.356;2.191.498;2.213.858;49.715;45.014;3.533;0;3.533;80,17;77,16;83,37;8,56;9,52;7,57
Mato Grosso;MT;2056;4.413.076;2.194.736;2.218.340;49.418;45.746;3.533;0;3.533;80,25;77,24;83,44;8,48;9,42;7,49
Mato Grosso;MT;2057;4.419.781;2.197.503;2.222.278;49.130;46.458;3.533;0;3.533;80,32;77,32;83,51;8,39;9,33;7,41
Mato Grosso;MT;2058;4.425.472;2.199.798;2.225.674;48.801;47.157;3.533;0;3.533;80,39;77,40;83,58;8,31;9,24;7,34
Mato Grosso;MT;2059;4.430.140;2.201.617;2.228.523;48.465;47.839;3.533;0;3.533;80,46;77,47;83,64;8,23;9,15;7,27
Mato Grosso;MT;2060;4.433.798;2.202.964;2.230.834;48.126;48.501;3.533;0;3.533;80,53;77,54;83,70;8,16;9,07;7,20
Goias;GO;2010;6.111.792;3.036.882;3.074.910;92.427;36.044;45.253;0;45.253;73,13;70,10;76,38;17,71;18,91;16,45
Goias;GO;2011;6.214.241;3.087.239;3.127.002;95.638;36.948;44.575;0;44.575;73,31;70,26;76,57;17,20;18,37;15,97
Goias;GO;2012;6.316.302;3.137.333;3.178.969;94.827;37.866;43.895;0;43.895;73,49;70,42;76,77;16,71;17,85;15,51
Goias;GO;2013;6.417.591;3.186.973;3.230.618;97.318;38.815;43.217;0;43.217;73,66;70,58;76,95;16,24;17,35;15,07
Goias;GO;2014;6.520.857;3.237.569;3.283.288;102.095;39.820;42.537;0;42.537;73,83;70,74;77,14;15,79;16,87;14,64
Goias;GO;2015;6.625.528;3.288.834;3.336.694;103.506;40.835;41.859;0;41.859;74,00;70,90;77,33;15,35;16,41;14,23
Goias;GO;2016;6.726.130;3.337.975;3.388.155;97.279;41.786;41.181;0;41.181;74,17;71,06;77,51;14,93;15,97;13,83
Goias;GO;2017;6.824.504;3.385.940;3.438.564;102.373;42.799;40.501;0;40.501;74,34;71,21;77,68;14,52;15,54;13,45
Goias;GO;2018;6.923.655;3.434.271;3.489.384;102.288;43.885;39.823;0;39.823;74,50;71,36;77,86;14,14;15,13;13,09
Goias;GO;2019;7.020.904;3.481.598;3.539.306;102.081;44.952;39.143;0;39.143;74,67;71,51;78,03;13,76;14,74;12,74
Goias;GO;2020;7.116.143;3.527.872;3.588.271;101.776;46.036;38.465;0;38.465;74,83;71,66;78,20;13,41;14,36;12,40
Goias;GO;2021;7.209.247;3.573.033;3.636.214;101.345;47.129;37.787;0;37.787;74,99;71,81;78,37;13,07;14,00;12,08
Goias;GO;2022;7.300.083;3.617.015;3.683.068;100.833;48.272;37.107;0;37.107;75,14;71,96;78,53;12,74;13,66;11,77
Goias;GO;2023;7.388.558;3.659.775;3.728.783;100.297;49.443;36.429;0;36.429;75,30;72,10;78,70;12,42;13,33;11,47
Goias;GO;2024;7.474.621;3.701.294;3.773.327;99.725;50.632;35.749;0;35.749;75,45;72,25;78,85;12,13;13,01;11,19
Goias;GO;2025;7.558.218;3.741.545;3.816.673;99.133;51.854;35.071;0;35.071;75,60;72,39;79,01;11,84;12,71;10,92
Goias;GO;2026;7.639.325;3.780.517;3.858.808;98.594;53.123;34.393;0;34.393;75,74;72,53;79,16;11,57;12,42;10,66
Goias;GO;2027;7.717.928;3.818.207;3.899.721;98.034;54.405;33.713;0;33.713;75,89;72,67;79,32;11,30;12,15;10,41
Goias;GO;2028;7.793.996;3.854.604;3.939.392;97.483;55.723;33.035;0;33.035;76,04;72,80;79,46;11,05;11,88;10,17
Goias;GO;2029;7.867.535;3.889.712;3.977.823;97.014;57.086;32.355;0;32.355;76,17;72,94;79,61;10,81;11,63;9,95
Goias;GO;2030;7.938.596;3.923.556;4.015.040;96.615;58.453;31.677;0;31.677;76,32;73,07;79,75;10,58;11,39;9,73
Goias;GO;2031;8.007.509;3.956.313;4.051.196;96.171;59.861;31.677;0;31.677;76,45;73,20;79,89;10,36;11,16;9,52
Goias;GO;2032;8.074.550;3.988.133;4.086.417;95.720;61.301;31.677;0;31.677;76,59;73,33;80,03;10,15;10,94;9,32
Goias;GO;2033;8.139.722;4.019.021;4.120.701;95.350;62.778;31.677;0;31.677;76,72;73,46;80,17;9,95;10,73;9,13
Goias;GO;2034;8.203.076;4.049.002;4.154.074;95.052;64.269;31.677;0;31.677;76,86;73,59;80,30;9,76;10,53;8,95
Goias;GO;2035;8.264.652;4.078.102;4.186.550;94.818;65.803;31.677;0;31.677;76,99;73,72;80,43;9,57;10,33;8,78
Goias;GO;2036;8.324.460;4.106.331;4.218.129;94.606;67.359;31.677;0;31.677;77,11;73,84;80,56;9,41;10,15;8,62
Goias;GO;2037;8.382.474;4.133.679;4.248.795;94.376;68.947;31.677;0;31.677;77,24;73,96;80,68;9,24;9,98;8,46
Goias;GO;2038;8.438.672;4.160.139;4.278.533;94.173;70.558;31.677;0;31.677;77,36;74,09;80,80;9,08;9,81;8,31
Goias;GO;2039;8.493.054;4.185.712;4.307.342;93.990;72.196;31.677;0;31.677;77,48;74,21;80,93;8,93;9,65;8,17
Goias;GO;2040;8.545.629;4.210.407;4.335.222;93.820;73.817;31.677;0;31.677;77,61;74,32;81,04;8,79;9,50;8,03
