UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Para;PA;2010;7.762.953;3.915.560;3.847.393;152.324;44.609;-7.825;0;-7.825;70,87;67,46;74,73;20,30;22,98;17,47
Para;PA;2011;7.862.943;3.963.990;3.898.953;152.858;45.060;-7.707;0;-7.707;71,09;67,62;75,01;19,57;22,18;16,83
Para;PA;2012;7.960.134;4.010.819;3.949.315;147.482;45.602;-7.590;0;-7.590;71,30;67,78;75,28;18,89;21,42;16,23
Para;PA;2013;8.054.419;4.056.010;3.998.409;147.957;46.204;-7.472;0;-7.472;71,51;67,94;75,55;18,26;20,71;15,67
Para;PA;2014;8.149.418;4.101.424;4.047.994;149.988;46.915;-7.355;0;-7.355;71,71;68,10;75,80;17,65;20,04;15,14
Para;PA;2015;8.244.575;4.146.782;4.097.793;149.502;47.667;-7.238;0;-7.238;71,91;68,25;76,05;17,09;19,42;14,65
Para;PA;2016;8.334.346;4.189.258;4.145.088;140.422;48.358;-7.120;0;-7.120;72,10;68,40;76,29;16,56;18,83;14,18
Para;PA;2017;8.422.634;4.230.858;4.191.776;147.813;49.179;-7.003;0;-7.003;72,29;68,55;76,52;16,07;18,27;13,75
Para;PA;2018;8.513.497;4.273.661;4.239.836;147.080;50.097;-6.885;0;-6.885;72,48;68,70;76,74;15,60;17,75;13,35
Para;PA;2019;8.602.865;4.315.587;4.287.278;146.401;50.996;-6.768;0;-6.768;72,66;68,85;76,95;15,17;17,26;12,97
Para;PA;2020;8.690.745;4.356.651;4.334.094;145.701;51.930;-6.650;0;-6.650;72,83;69,00;77,16;14,77;16,81;12,62
Para;PA;2021;8.777.124;4.396.853;4.380.271;145.071;52.902;-6.532;0;-6.532;73,01;69,14;77,36;14,39;16,38;12,30
Para;PA;2022;8.861.974;4.436.183;4.425.791;144.395;53.917;-6.415;0;-6.415;73,18;69,29;77,56;14,04;15,98;11,99
Para;PA;2023;8.945.219;4.474.611;4.470.608;143.707;54.983;-6.297;0;-6.297;73,34;69,43;77,74;13,71;15,61;11,71
Para;PA;2024;9.026.771;4.512.095;4.514.676;142.936;56.079;-6.180;0;-6.180;73,50;69,57;77,92;13,40;15,26;11,45
Para;PA;2025;9.106.465;4.548.557;4.557.908;141.973;57.200;-6.062;0;-6.062;73,66;69,71;78,10;13,12;14,93;11,20
Para;PA;2026;9.184.171;4.583.943;4.600.228;141.012;58.368;-5.945;0;-5.945;73,81;69,84;78,26;12,85;14,63;10,98
Para;PA;2027;9.259.811;4.618.219;4.641.592;140.000;59.590;-5.828;0;-5.828;73,96;69,98;78,42;12,61;14,35;10,77
Para;PA;2028;9.333.294;4.651.343;4.681.951;138.923;60.829;-5.710;0;-5.710;74,11;70,11;78,58;12,37;14,08;10,57
Para;PA;2029;9.404.564;4.683.292;4.721.272;137.886;62.138;-5.593;0;-5.593;74,25;70,24;78,73;12,15;13,83;10,39
Para;PA;2030;9.473.593;4.714.061;4.759.532;136.843;63.464;-5.475;0;-5.475;74,39;70,37;78,87;11,96;13,60;10,23
Para;PA;2031;9.540.216;4.743.585;4.796.631;135.644;64.826;-5.475;0;-5.475;74,53;70,50;79,01;11,77;13,39;10,07
Para;PA;2032;9.604.249;4.771.787;4.832.462;134.438;66.241;-5.475;0;-5.475;74,66;70,63;79,14;11,60;13,18;9,93
Para;PA;2033;9.665.694;4.798.674;4.867.020;133.336;67.693;-5.475;0;-5.475;74,80;70,76;79,27;11,44;13,00;9,80
Para;PA;2034;9.724.587;4.824.266;4.900.321;132.274;69.181;-5.475;0;-5.475;74,92;70,88;79,39;11,28;12,82;9,68
Para;PA;2035;9.780.938;4.848.575;4.932.363;131.273;70.716;-5.475;0;-5.475;75,05;71,00;79,51;11,15;12,66;9,56
Para;PA;2036;9.834.703;4.871.586;4.963.117;130.198;72.275;-5.475;0;-5.475;75,17;71,12;79,62;11,02;12,50;9,46
Para;PA;2037;9.885.814;4.893.268;4.992.546;129.139;73.890;-5.475;0;-5.475;75,28;71,24;79,73;10,90;12,36;9,36
Para;PA;2038;9.934.265;4.913.623;5.020.642;128.136;75.534;-5.475;0;-5.475;75,40;71,36;79,83;10,79;12,23;9,27
Para;PA;2039;9.980.050;4.932.654;5.047.396;127.155;77.236;-5.475;0;-5.475;75,51;71,47;79,93;10,68;12,11;9,19
Para;PA;2040;10.023.188;4.950.380;5.072.808;126.256;78.948;-5.475;0;-5.475;75,63;71,59;80,03;10,59;11,99;9,11
Para;PA;2041;10.063.691;4.966.816;5.096.875;125.366;80.716;-5.475;0;-5.475;75,73;71,70;80,12;10,50;11,88;9,04
Para;PA;2042;10.101.541;4.981.961;5.119.580;124.512;82.513;-5.475;0;-5.475;75,84;71,81;80,21;10,41;11,78;8,98
Para;PA;2043;10.136.721;4.995.818;5.140.903;123.667;84.357;-5.475;0;-5.475;75,94;71,92;80,29;10,34;11,69;8,92
Para;PA;2044;10.169.203;5.008.379;5.160.824;122.823;86.220;-5.475;0;-5.475;76,04;72,03;80,37;10,27;11,60;8,86
Para;PA;2045;10.198.997;5.019.656;5.179.341;122.038;88.104;-5.475;0;-5.475;76,14;72,14;80,45;10,20;11,52;8,81
Para;PA;2046;10.226.126;5.029.666;5.196.460;121.288;90.015;-5.475;0;-5.475;76,23;72,24;80,52;10,14;11,44;8,76
Para;PA;2047;10.250.595;5.038.414;5.212.181;120.559;91.945;-5.475;0;-5.475;76,32;72,35;80,59;10,08;11,37;8,72
Para;PA;2048;10.272.374;5.045.894;5.226.480;119.794;93.900;-5.475;0;-5.475;76,41;72,45;80,66;10,03;11,31;8,68
Para;PA;2049;10.291.421;5.052.094;5.239.327;119.023;95.873;-5.475;0;-5.475;76,50;72,55;80,73;9,97;11,24;8,64
Para;PA;2050;10.307.745;5.057.027;5.250.718;118.295;97.847;-5.475;0;-5.475;76,58;72,65;80,79;9,93;11,19;8,61
Para;PA;2051;10.321.384;5.060.718;5.260.666;117.607;99.826;-5.475;0;-5.475;76,67;72,74;80,85;9,89;11,13;8,58
Para;PA;2052;10.332.358;5.063.186;5.269.172;116.927;101.810;-5.475;0;-5.475;76,75;72,84;80,90;9,85;11,08;8,55
Para;PA;2053;10.340.631;5.064.421;5.276.210;116.193;103.813;-5.475;0;-5.475;76,83;72,94;80,96;9,81;11,03;8,52
Para;PA;2054;10.346.154;5.064.407;5.281.747;115.424;105.807;-5.475;0;-5.475;76,91;73,03;81,01;9,77;10,99;8,50
Para;PA;2055;10.348.902;5.063.144;5.285.758;114.639;107.810;-5.475;0;-5.475;76,98;73,12;81,06;9,74;10,95;8,47
Para;PA;2056;10.348.887;5.060.649;5.288.238;113.903;109.812;-5.475;0;-5.475;77,06;73,21;81,11;9,71;10,91;8,45
Para;PA;2057;10.346.144;5.056.949;5.289.195;113.162;111.790;-5.475;0;-5.475;77,13;73,30;81,15;9,69;10,87;8,43
Para;PA;2058;10.340.650;5.052.039;5.288.611;112.362;113.771;-5.475;0;-5.475;77,19;73,39;81,20;9,66;10,84;8,42
Para;PA;2059;10.332.396;5.045.921;5.286.475;111.553;115.701;-5.475;0;-5.475;77,27;73,47;81,24;9,63;10,81;8,40
Para;PA;2060;10.321.412;5.038.618;5.282.794;110.740;117.610;-5.475;0;-5.475;77,33;73,56;81,28;9,61;10,78;8,38
Amapa;AP;2010;694.261;347.935;346.326;16.436;3.145;4.219;0;4.219;72,13;69,20;75,36;24,58;25,01;24,13
Amapa;AP;2011;711.453;356.510;354.943;15.903;3.184;4.156;0;4.156;72,47;69,60;75,61;24,34;24,75;23,90
Amapa;AP;2012;728.015;364.765;363.250;15.378;3.220;4.093;0;4.093;72,78;69,98;75,85;24,11;24,51;23,68
Amapa;AP;2013;744.809;373.140;371.669;16.591;3.282;4.029;0;4.029;73,09;70,34;76,08;23,88;24,28;23,47
Amapa;AP;2014;762.156;381.800;380.356;16.746;3.356;3.966;0;3.966;73,38;70,69;76,31;23,67;24,05;23,25
Amapa;AP;2015;779.416;390.417;388.999;16.681;3.418;3.903;0;3.903;73,66;71,02;76,53;23,45;23,84;23,04
Amapa;AP;2016;796.419;398.904;397.515;16.484;3.483;3.840;0;3.840;73,93;71,33;76,74;23,24;23,62;22,83
Amapa;AP;2017;813.084;407.218;405.866;16.264;3.550;3.777;0;3.777;74,19;71,62;76,94;23,03;23,41;22,62
Amapa;AP;2018;829.494;415.402;414.092;16.239;3.624;3.713;0;3.713;74,43;71,90;77,14;22,82;23,20;22,41
Amapa;AP;2019;845.731;423.498;422.233;16.202;3.704;3.649;0;3.649;74,66;72,17;77,33;22,61;22,99;22,21
Amapa;AP;2020;861.773;431.494;430.279;16.139;3.789;3.587;0;3.587;74,88;72,41;77,52;22,41;22,79;22,00
Amapa;AP;2021;877.613;439.387;438.226;16.098;3.880;3.524;0;3.524;75,09;72,65;77,70;22,21;22,59;21,80
Amapa;AP;2022;893.253;447.178;446.075;16.054;3.977;3.460;0;3.460;75,29;72,87;77,87;22,01;22,39;21,61
Amapa;AP;2023;908.689;454.864;453.825;16.020;4.080;3.396;0;3.396;75,47;73,08;78,04;21,81;22,20;21,41
Amapa;AP;2024;923.930;462.449;461.481;16.002;4.189;3.333;0;3.333;75,66;73,27;78,20;21,62;22,00;21,22
Amapa;AP;2025;938.973;469.931;469.042;15.971;4.302;3.270;0;3.270;75,82;73,45;78,35;21,42;21,81;21,02
Amapa;AP;2026;953.802;477.301;476.501;15.934;4.422;3.207;0;3.207;75,99;73,62;78,50;21,24;21,62;20,84
Amapa;AP;2027;968.401;484.550;483.851;15.881;4.547;3.144;0;3.144;76,14;73,78;78,65;21,05;21,43;20,65
Amapa;AP;2028;982.762;491.674;491.088;15.843;4.679;3.081;0;3.081;76,28;73,93;78,79;20,87;21,25;20,46
Amapa;AP;2029;996.900;498.679;498.221;15.834;4.818;3.017;0;3.017;76,42;74,07;78,92;20,68;21,06;20,28
Amapa;AP;2030;1.010.824;505.570;505.254;15.824;4.964;2.954;0;2.954;76,55;74,21;79,05;20,50;20,88;20,10
Amapa;AP;2031;1.024.549;512.355;512.194;15.799;5.118;2.954;0;2.954;76,67;74,33;79,18;20,33;20,70;19,92
Amapa;AP;2032;1.038.086;519.040;519.046;15.763;5.277;2.954;0;2.954;76,79;74,44;79,30;20,15;20,53;19,74
Amapa;AP;2033;1.051.422;525.617;525.805;15.725;5.447;2.954;0;2.954;76,90;74,55;79,41;19,97;20,35;19,57
Amapa;AP;2034;1.064.553;532.084;532.469;15.697;5.620;2.954;0;2.954;77,01;74,65;79,52;19,80;20,18;19,39
Amapa;AP;2035;1.077.482;538.443;539.039;15.676;5.804;2.954;0;2.954;77,10;74,75;79,63;19,63;20,01;19,22
Amapa;AP;2036;1.090.196;544.687;545.509;15.641;5.994;2.954;0;2.954;77,20;74,83;79,73;19,46;19,84;19,05
Amapa;AP;2037;1.102.682;550.808;551.874;15.607;6.191;2.954;0;2.954;77,29;74,92;79,83;19,29;19,67;18,89
Amapa;AP;2038;1.114.930;556.802;558.128;15.567;6.396;2.954;0;2.954;77,37;74,99;79,93;19,13;19,51;18,72
Amapa;AP;2039;1.126.929;562.663;564.266;15.527;6.609;2.954;0;2.954;77,45;75,06;80,02;18,96;19,34;18,56
Amapa;AP;2040;1.138.677;568.390;570.287;15.498;6.829;2.954;0;2.954;77,53;75,13;80,10;18,80;19,18;18,40
Amapa;AP;2041;1.150.166;573.979;576.187;15.460;7.058;2.954;0;2.954;77,60;75,19;80,19;18,64;19,02;18,24
Amapa;AP;2042;1.161.390;579.427;581.963;15.434;7.295;2.954;0;2.954;77,67;75,25;80,27;18,49;18,87;18,08
Amapa;AP;2043;1.172.345;584.732;587.613;15.401;7.539;2.954;0;2.954;77,73;75,30;80,35;18,33;18,71;17,93
Amapa;AP;2044;1.183.015;589.886;593.129;15.360;7.791;2.954;0;2.954;77,79;75,35;80,42;18,18;18,56;17,78
Amapa;AP;2045;1.193.397;594.889;598.508;15.332;8.046;2.954;0;2.954;77,86;75,40;80,49;18,03;18,41;17,63
Amapa;AP;2046;1.203.492;599.741;603.751;15.304;8.308;2.954;0;2.954;77,91;75,44;80,56;17,88;18,26;17,48
Amapa;AP;2047;1.213.300;604.442;608.858;15.288;8.575;2.954;0;2.954;77,96;75,48;80,63;17,73;18,11;17,33
Amapa;AP;2048;1.222.818;608.991;613.827;15.265;8.849;2.954;0;2.954;78,01;75,52;80,69;17,59;17,97;17,18
Amapa;AP;2049;1.232.031;613.381;618.650;15.228;9.126;2.954;0;2.954;78,06;75,55;80,75;17,45;17,83;17,04
Amapa;AP;2050;1.240.930;617.608;623.322;15.195;9.407;2.954;0;2.954;78,11;75,59;80,81;17,30;17,68;16,90
Amapa;AP;2051;1.249.514;621.672;627.842;15.165;9.693;2.954;0;2.954;78,15;75,62;80,87;17,17;17,54;16,76
Amapa;AP;2052;1.257.785;625.575;632.210;15.145;9.983;2.954;0;2.954;78,19;75,64;80,92;17,03;17,41;16,62
Amapa;AP;2053;1.265.743;629.317;636.426;15.122;10.276;2.954;0;2.954;78,23;75,67;80,97;16,89;17,27;16,49
Amapa;AP;2054;1.273.378;632.894;640.484;15.088;10.572;2.954;0;2.954;78,28;75,69;81,02;16,76;17,14;16,35
Amapa;AP;2055;1.280.682;636.302;644.380;15.055;10.871;2.954;0;2.954;78,31;75,72;81,07;16,62;17,00;16,22
Amapa;AP;2056;1.287.654;639.541;648.113;15.025;11.174;2.954;0;2.954;78,34;75,74;81,12;16,50;16,87;16,09
Amapa;AP;2057;1.294.295;642.613;651.682;14.999;11.475;2.954;0;2.954;78,37;75,76;81,16;16,36;16,74;15,96
Amapa;AP;2058;1.300.609;645.520;655.089;14.975;11.779;2.954;0;2.954;78,41;75,77;81,20;16,23;16,62;15,83
Amapa;AP;2059;1.306.591;648.260;658.331;14.947;12.086;2.954;0;2.954;78,43;75,79;81,24;16,11;16,49;15,71
Amapa;AP;2060;1.312.240;650.834;661.406;14.920;12.391;2.954;0;2.954;78,46;75,81;81,28;15,99;16,37;15,58
Tocantins;TO;2010;1.412.989;717.988;695.001;25.720;8.767;1.326;0;1.326;71,56;68,69;74,87;19,39;19,62;19,15
Tocantins;TO;2011;1.431.478;726.648;704.830;26.189;8.796;1.306;0;1.306;71,89;69,01;75,21;18,69;18,91;18,46
Tocantins;TO;2012;1.449.779;735.205;714.574;25.465;8.847;1.286;0;1.286;72,21;69,32;75,54;18,04;18,25;17,82
Tocantins;TO;2013;1.467.474;743.446;724.028;25.127;8.908;1.266;0;1.266;72,52;69,62;75,85;17,43;17,63;17,22
Tocantins;TO;2014;1.485.318;751.758;733.560;25.956;8.998;1.246;0;1.246;72,82;69,91;76,15;16,86;17,06;16,65
Tocantins;TO;2015;1.503.482;760.230;743.252;25.992;9.095;1.226;0;1.226;73,11;70,19;76,44;16,32;16,52;16,11
Tocantins;TO;2016;1.520.448;768.086;752.362;23.787;9.185;1.207;0;1.207;73,39;70,46;76,71;15,82;16,01;15,61
Tocantins;TO;2017;1.537.350;775.907;761.443;26.112;9.303;1.187;0;1.187;73,65;70,72;76,98;15,34;15,54;15,14
Tocantins;TO;2018;1.555.229;784.227;771.002;26.045;9.450;1.167;0;1.167;73,91;70,97;77,23;14,91;15,10;14,70
Tocantins;TO;2019;1.572.866;792.423;780.443;25.958;9.592;1.147;0;1.147;74,15;71,21;77,47;14,49;14,69;14,29
Tocantins;TO;2020;1.590.248;800.489;789.759;25.863;9.739;1.126;0;1.126;74,39;71,44;77,70;14,11;14,30;13,90
Tocantins;TO;2021;1.607.363;808.419;798.944;25.770;9.896;1.106;0;1.106;74,62;71,66;77,92;13,75;13,94;13,54
Tocantins;TO;2022;1.624.183;816.200;807.983;25.636;10.064;1.086;0;1.086;74,83;71,88;78,13;13,41;13,60;13,20
Tocantins;TO;2023;1.640.666;823.811;816.855;25.485;10.242;1.066;0;1.066;75,04;72,08;78,33;13,09;13,29;12,89
Tocantins;TO;2024;1.656.791;831.241;825.550;25.325;10.429;1.046;0;1.046;75,23;72,27;78,53;12,81;13,00;12,60
Tocantins;TO;2025;1.672.538;838.481;834.057;25.146;10.622;1.027;0;1.027;75,42;72,46;78,71;12,53;12,73;12,33
Tocantins;TO;2026;1.687.892;845.525;842.367;24.977;10.826;1.007;0;1.007;75,60;72,64;78,88;12,28;12,47;12,07
Tocantins;TO;2027;1.702.843;852.367;850.476;24.793;11.037;987;0;987;75,78;72,81;79,05;12,05;12,24;11,84
Tocantins;TO;2028;1.717.358;858.991;858.367;24.584;11.264;967;0;967;75,94;72,97;79,20;11,82;12,02;11,62
Tocantins;TO;2029;1.731.421;865.389;866.032;24.387;11.495;947;0;947;76,10;73,12;79,35;11,62;11,82;11,42
Tocantins;TO;2030;1.745.035;871.563;873.472;24.200;11.736;927;0;927;76,24;73,27;79,50;11,43;11,63;11,23
Tocantins;TO;2031;1.758.194;877.511;880.683;23.988;11.987;927;0;927;76,38;73,41;79,63;11,26;11,45;11,05
Tocantins;TO;2032;1.770.890;883.228;887.662;23.783;12.247;927;0;927;76,52;73,55;79,76;11,10;11,29;10,89
Tocantins;TO;2033;1.783.128;888.719;894.409;23.606;12.520;927;0;927;76,65;73,67;79,88;10,95;11,14;10,74
Tocantins;TO;2034;1.794.915;893.988;900.927;23.438;12.802;927;0;927;76,78;73,79;80,00;10,80;11,00;10,60
Tocantins;TO;2035;1.806.253;899.036;907.217;23.282;13.098;927;0;927;76,89;73,91;80,11;10,67;10,87;10,47
Tocantins;TO;2036;1.817.130;903.857;913.273;23.115;13.399;927;0;927;77,00;74,02;80,21;10,56;10,75;10,35
Tocantins;TO;2037;1.827.541;908.450;919.091;22.963;13.712;927;0;927;77,11;74,13;80,31;10,45;10,64;10,24
Tocantins;TO;2038;1.837.489;912.816;924.673;22.828;14.036;927;0;927;77,21;74,23;80,41;10,34;10,54;10,14
Tocantins;TO;2039;1.846.977;916.957;930.020;22.699;14.370;927;0;927;77,30;74,32;80,50;10,24;10,44;10,04
Tocantins;TO;2040;1.856.004;920.873;935.131;22.579;14.708;927;0;927;77,40;74,41;80,58;10,15;10,35;9,95
Tocantins;TO;2041;1.864.567;924.562;940.005;22.458;15.058;927;0;927;77,48;74,50;80,66;10,08;10,27;9,87
Tocantins;TO;2042;1.872.665;928.025;944.640;22.354;15.412;927;0;927;77,56;74,58;80,74;10,00;10,19;9,79
Tocantins;TO;2043;1.880.302;931.265;949.037;22.256;15.777;927;0;927;77,64;74,66;80,81;9,93;10,12;9,72
Tocantins;TO;2044;1.887.474;934.279;953.195;22.157;16.145;927;0;927;77,71;74,73;80,87;9,86;10,06;9,66
Tocantins;TO;2045;1.894.176;937.067;957.109;22.056;16.519;927;0;927;77,78;74,80;80,94;9,81;10,00;9,60
Tocantins;TO;2046;1.900.401;939.624;960.777;21.959;16.900;927;0;927;77,85;74,87;81,00;9,75;9,94;9,54
Tocantins;TO;2047;1.906.149;941.951;964.198;21.869;17.285;927;0;927;77,91;74,93;81,06;9,70;9,89;9,49
Tocantins;TO;2048;1.911.418;944.048;967.370;21.774;17.673;927;0;927;77,97;74,99;81,11;9,65;9,85;9,45
Tocantins;TO;2049;1.916.198;945.911;970.287;21.673;18.066;927;0;927;78,02;75,05;81,16;9,60;9,80;9,40
Tocantins;TO;2050;1.920.482;947.537;972.945;21.568;18.460;927;0;927;78,08;75,10;81,21;9,56;9,76;9,36
Tocantins;TO;2051;1.924.271;948.928;975.343;21.470;18.855;927;0;927;78,13;75,15;81,26;9,53;9,72;9,32
Tocantins;TO;2052;1.927.565;950.086;977.479;21.371;19.253;927;0;927;78,18;75,20;81,30;9,50;9,69;9,29
Tocantins;TO;2053;1.930.355;951.006;979.349;21.258;19.651;927;0;927;78,22;75,25;81,34;9,47;9,66;9,26
Tocantins;TO;2054;1.932.631;951.684;980.947;21.140;20.050;927;0;927;78,26;75,29;81,38;9,44;9,63;9,23
Tocantins;TO;2055;1.934.389;952.117;982.272;21.015;20.443;927;0;927;78,30;75,33;81,42;9,41;9,60;9,20
Tocantins;TO;2056;1.935.636;952.310;983.326;20.902;20.833;927;0;927;78,34;75,37;81,45;9,38;9,58;9,18
Tocantins;TO;2057;1.936.381;952.269;984.112;20.788;21.221;927;0;927;78,38;75,41;81,49;9,36;9,55;9,15
Tocantins;TO;2058;1.936.619;951.991;984.628;20.658;21.604;927;0;927;78,41;75,44;81,52;9,34;9,53;9,13
Tocantins;TO;2059;1.936.347;951.475;984.872;20.530;21.981;927;0;927;78,45;75,47;81,55;9,32;9,51;9,11
Tocantins;TO;2060;1.935.575;950.727;984.848;20.401;22.350;927;0;927;78,48;75,51;81,58;9,30;9,49;9,09
Maranhao;MA;2010;6.710.964;3.329.311;3.381.653;130.163;49.014;-34.506;0;-34.506;68,75;65,06;72,77;29,02;32,38;25,48
Maranhao;MA;2011;6.757.213;3.348.706;3.408.507;128.986;49.143;-33.988;0;-33.988;69,07;65,37;73,07;27,50;30,56;24,28
Maranhao;MA;2012;6.798.830;3.365.800;3.433.030;120.013;49.162;-33.471;0;-33.471;69,38;65,67;73,38;26,08;28,86;23,14
Maranhao;MA;2013;6.836.179;3.380.783;3.455.396;119.493;49.221;-32.953;0;-32.953;69,68;65,98;73,67;24,75;27,29;22,07
Maranhao;MA;2014;6.875.302;3.396.747;3.478.555;122.820;49.458;-32.435;0;-32.435;69,98;66,27;73,96;23,52;25,84;21,06
Maranhao;MA;2015;6.916.244;3.413.714;3.502.530;122.587;49.714;-31.917;0;-31.917;70,28;66,56;74,25;22,37;24,50;20,12
Maranhao;MA;2016;6.955.099;3.429.686;3.525.413;118.069;49.916;-31.399;0;-31.399;70,57;66,85;74,52;21,30;23,27;19,23
Maranhao;MA;2017;6.994.148;3.445.834;3.548.314;122.420;50.195;-30.882;0;-30.882;70,85;67,14;74,79;20,32;22,14;18,41
Maranhao;MA;2018;7.035.055;3.463.008;3.572.047;121.386;50.550;-30.364;0;-30.364;71,13;67,42;75,06;19,41;21,10;17,64
Maranhao;MA;2019;7.075.181;3.479.859;3.595.322;120.504;50.877;-29.846;0;-29.846;71,41;67,69;75,32;18,58;20,14;16,93
Maranhao;MA;2020;7.114.598;3.496.428;3.618.170;119.620;51.238;-29.328;0;-29.328;71,67;67,96;75,57;17,81;19,26;16,27
Maranhao;MA;2021;7.153.262;3.512.693;3.640.569;118.690;51.605;-28.812;0;-28.812;71,94;68,23;75,82;17,10;18,46;15,66
Maranhao;MA;2022;7.191.041;3.528.588;3.662.453;117.590;52.012;-28.294;0;-28.294;72,19;68,49;76,06;16,45;17,73;15,10
Maranhao;MA;2023;7.227.850;3.544.070;3.683.780;116.557;52.447;-27.776;0;-27.776;72,45;68,74;76,29;15,85;17,06;14,58
Maranhao;MA;2024;7.263.617;3.559.102;3.704.515;115.380;52.921;-27.259;0;-27.259;72,69;68,99;76,52;15,30;16,45;14,10
Maranhao;MA;2025;7.298.196;3.573.613;3.724.583;114.100;53.400;-26.741;0;-26.741;72,93;69,24;76,74;14,81;15,90;13,66
Maranhao;MA;2026;7.331.577;3.587.599;3.743.978;112.937;53.911;-26.223;0;-26.223;73,16;69,48;76,96;14,35;15,39;13,25
Maranhao;MA;2027;7.363.722;3.601.043;3.762.679;111.639;54.446;-25.705;0;-25.705;73,39;69,71;77,17;13,93;14,93;12,88
Maranhao;MA;2028;7.394.457;3.613.856;3.780.601;110.180;55.011;-25.188;0;-25.188;73,61;69,94;77,37;13,55;14,51;12,54
Maranhao;MA;2029;7.423.684;3.625.984;3.797.700;108.751;55.608;-24.670;0;-24.670;73,83;70,17;77,57;13,20;14,13;12,23
Maranhao;MA;2030;7.451.435;3.637.445;3.813.990;107.394;56.213;-24.152;0;-24.152;74,04;70,39;77,76;12,88;13,78;11,94
Maranhao;MA;2031;7.477.496;3.648.126;3.829.370;106.100;56.855;-24.152;0;-24.152;74,24;70,61;77,95;12,60;13,47;11,68
Maranhao;MA;2032;7.501.621;3.657.896;3.843.725;104.832;57.521;-24.152;0;-24.152;74,45;70,82;78,13;12,33;13,18;11,44
Maranhao;MA;2033;7.523.757;3.666.727;3.857.030;103.497;58.232;-24.152;0;-24.152;74,64;71,02;78,31;12,10;12,92;11,23
Maranhao;MA;2034;7.543.859;3.674.595;3.869.264;102.188;58.947;-24.152;0;-24.152;74,83;71,22;78,48;11,88;12,69;11,03
Maranhao;MA;2035;7.561.948;3.681.513;3.880.435;100.942;59.702;-24.152;0;-24.152;75,01;71,42;78,65;11,68;12,47;10,85
Maranhao;MA;2036;7.578.056;3.687.497;3.890.559;99.764;60.484;-24.152;0;-24.152;75,19;71,61;78,81;11,50;12,28;10,68
Maranhao;MA;2037;7.592.237;3.692.572;3.899.665;98.680;61.293;-24.152;0;-24.152;75,37;71,80;78,97;11,34;12,10;10,53
Maranhao;MA;2038;7.604.454;3.696.721;3.907.733;97.488;62.136;-24.152;0;-24.152;75,54;71,98;79,12;11,19;11,95;10,39
Maranhao;MA;2039;7.614.618;3.699.897;3.914.721;96.294;63.012;-24.152;0;-24.152;75,70;72,15;79,27;11,06;11,80;10,27
Maranhao;MA;2040;7.622.718;3.702.094;3.920.624;95.141;63.918;-24.152;0;-24.152;75,86;72,33;79,41;10,93;11,67;10,15
Maranhao;MA;2041;7.628.776;3.703.323;3.925.453;94.042;64.846;-24.152;0;-24.152;76,02;72,49;79,55;10,82;11,55;10,05
Maranhao;MA;2042;7.632.854;3.703.614;3.929.240;93.067;65.805;-24.152;0;-24.152;76,17;72,66;79,69;10,72;11,45;9,96
Maranhao;MA;2043;7.634.936;3.702.960;3.931.976;92.004;66.799;-24.152;0;-24.152;76,31;72,82;79,82;10,63;11,35;9,87
Maranhao;MA;2044;7.634.954;3.701.323;3.933.631;90.952;67.818;-24.152;0;-24.152;76,46;72,97;79,94;10,54;11,26;9,79
Maranhao;MA;2045;7.632.911;3.698.706;3.934.205;89.934;68.851;-24.152;0;-24.152;76,60;73,12;80,06;10,47;11,18;9,72
Maranhao;MA;2046;7.628.807;3.695.111;3.933.696;88.913;69.901;-24.152;0;-24.152;76,73;73,27;80,18;10,40;11,11;9,66
Maranhao;MA;2047;7.622.680;3.690.556;3.932.124;88.001;70.964;-24.152;0;-24.152;76,86;73,41;80,30;10,34;11,04;9,60
Maranhao;MA;2048;7.614.564;3.685.059;3.929.505;87.090;72.055;-24.152;0;-24.152;76,99;73,55;80,41;10,28;10,98;9,55
Maranhao;MA;2049;7.604.438;3.678.609;3.925.829;86.196;73.180;-24.152;0;-24.152;77,11;73,68;80,52;10,23;10,93;9,50
Maranhao;MA;2050;7.592.288;3.671.196;3.921.092;85.308;74.320;-24.152;0;-24.152;77,23;73,81;80,62;10,19;10,88;9,46
Maranhao;MA;2051;7.578.099;3.662.813;3.915.286;84.403;75.463;-24.152;0;-24.152;77,34;73,94;80,72;10,15;10,84;9,42
Maranhao;MA;2052;7.561.887;3.653.473;3.908.414;83.551;76.611;-24.152;0;-24.152;77,45;74,06;80,82;10,11;10,80;9,38
Maranhao;MA;2053;7.543.659;3.643.180;3.900.479;82.699;77.791;-24.152;0;-24.152;77,56;74,18;80,91;10,07;10,76;9,35
Maranhao;MA;2054;7.523.382;3.631.921;3.891.461;81.823;78.983;-24.152;0;-24.152;77,67;74,29;81,00;10,04;10,73;9,32
Maranhao;MA;2055;7.501.013;3.619.677;3.881.336;80.914;80.188;-24.152;0;-24.152;77,76;74,41;81,09;10,01;10,70;9,29
Maranhao;MA;2056;7.476.542;3.606.446;3.870.096;80.004;81.368;-24.152;0;-24.152;77,86;74,52;81,17;9,99;10,68;9,27
